농약제품목록,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
등록번호,구분,작물명,병해충명,품목명,일반명,유효성분 함유량,상표명,인축독성,어독성,용도,등록일,작용기작,희석배수,사용량,사용적기,사용방법,안전사용기준(시기),안전사용기준(횟수),제형,법인명(상호명)
8-살균-277,제조,고추(단고추류포함),탄저병,테부코나졸.티오파네이트메틸 액상수화제,Tebuconazole+Thiophanate-methyl,27(17+10)%,치프너,Ⅳ급(저독성),Ⅲ급,살균,2009-09-30,사1+나1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)농협케미컬
26-살균-10,제조,고추(단고추류포함),탄저병,티오파네이트메틸 수화제,Thiophanate-methyl,70%,치호톱,Ⅳ급(저독성),Ⅱ급,살균,1999-01-27,나1,1500배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,(주)대유
48-살균-42,제조,고추(단고추류포함),탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,카네기,Ⅲ급(보통독성),Ⅰ급,살균,2018-12-20,다3,4000배,-,발병초 10일간격,경엽처리,수확2일전,3회,유제,(주)태준아그로텍
48-살균-42,제조,고추(잎),탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,카네기,Ⅲ급(보통독성),Ⅰ급,살균,2018-12-20,다3,4000배,-,발병초기,경엽처리,수확7일전,1회,유제,(주)태준아그로텍
52-살균-193,제조,고추,탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,카브로빈,Ⅲ급(보통독성),Ⅰ급,살균,2023-01-09,다3,4000배,-,발생초기,경엽처리,수확2일전,3회,유제,(주)한얼싸이언스
52-살균-193,제조,고추(잎),탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,카브로빈,Ⅲ급(보통독성),Ⅰ급,살균,2023-01-09,다3,4000배,-,발생초기,경엽처리,수확7일전,1회,유제,(주)한얼싸이언스
52-살균-193,제조,단고추류,탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,카브로빈,Ⅲ급(보통독성),Ⅰ급,살균,2023-01-09,다3,4000배,-,발생초기,경엽처리,수확2일전,3회,유제,(주)한얼싸이언스
37-살균-13,수입,고추(단고추류포함),탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,카브리오,Ⅳ급(저독성),Ⅰ급,살균,2002-10-30,다3,4000배,-,발병초 10일간격,경엽처리,수확2일전,3회,유제,한국바스프(주)
14-살균-22,수입,고추(단고추류포함),탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,카브리오,Ⅳ급(저독성),Ⅰ급,살균,2002-12-21,다3,4000배,-,발병초 10일간격,경엽처리,수확2일전,3회,유제,한국삼공(주)
14-살균-349,제조,고추(단고추류포함),탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,카브리오,Ⅳ급(저독성),Ⅰ급,살균,2015-12-09,다3,4000배,-,발병초 10일간격,경엽처리,수확2일전,3회,유제,한국삼공(주)
14-살균-22,수입,고추(잎),탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,카브리오,Ⅳ급(저독성),Ⅰ급,살균,2002-12-21,다3,4000배,-,발병초기,경엽처리,수확7일전,1회,유제,한국삼공(주)
37-살균-13,수입,고추(잎),탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,카브리오,Ⅳ급(저독성),Ⅰ급,살균,2002-10-30,다3,4000배,-,발병초기,경엽처리,수확7일전,1회,유제,한국바스프(주)
14-살균-349,제조,고추(잎),탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,카브리오,Ⅳ급(저독성),Ⅰ급,살균,2015-12-09,다3,4000배,-,발병초기,경엽처리,수확7일전,1회,유제,한국삼공(주)
37-살균-18,수입,고추(단고추류포함),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,카브리오에이,Ⅳ급(저독성),Ⅰ급,살균,2003-12-01,다3,3000배,-,발병초 10일간격,경엽처리,수확5일전,3회,입상수화제,한국바스프(주)
8-살균-35,수입,고추(단고추류포함),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,카브리오에이,Ⅳ급(저독성),Ⅰ급,살균,2004-01-29,다3,3000배,-,발병초 10일간격,경엽처리,수확5일전,3회,입상수화제,(주)농협케미컬
37-살균-18,수입,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,카브리오에이,Ⅳ급(저독성),Ⅰ급,살균,2003-12-01,다3,3000배,-,발병초기,경엽처리,수확7일전,1회,입상수화제,한국바스프(주)
8-살균-35,수입,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,카브리오에이,Ⅳ급(저독성),Ⅰ급,살균,2004-01-29,다3,3000배,-,발병초기,경엽처리,수확7일전,1회,입상수화제,(주)농협케미컬
14-살균-38,수입,고추,탄저병,메티람.피라클로스트로빈 입상수화제,Metiram+Pyraclostrobin,52(47+5)%,카브리오톱,Ⅳ급(저독성),Ⅱ급,살균,2023-03-02,카+다3,2000배,-,발생초기,경엽처리,수확3일전,3회,입상수화제,한국삼공(주)
14-살균-38,수입,단고추류,탄저병,메티람.피라클로스트로빈 입상수화제,Metiram+Pyraclostrobin,52(47+5)%,카브리오톱,Ⅳ급(저독성),Ⅱ급,살균,2023-03-02,카+다3,2000배,-,발생초기,경엽처리,수확3일전,3회,입상수화제,한국삼공(주)
37-살균-15,수입,고추(단고추류포함),탄저병,디메토모르프.피라클로스트로빈 입상수화제,Dimethomorph+Pyraclostrobin,18.7(12+6.7)%,카브리오팀,Ⅳ급(저독성),Ⅰ급,살균,2003-01-15,아5+다3,1500배,-,발병초 10일간격,경엽처리,수확7일전,3회,입상수화제,한국바스프(주)
39-살균-44,제조,고추(단고추류포함),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,카브밸런스,Ⅳ급(저독성),Ⅰ급,살균,2019-11-06,다3,3000배,-,발병초 10일간격,경엽처리,수확5일전,3회,입상수화제,(주)천지인바이오텍
39-살균-44,제조,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,카브밸런스,Ⅳ급(저독성),Ⅰ급,살균,2019-11-06,다3,3000배,-,발병초기,경엽처리,수확7일전,1회,입상수화제,(주)천지인바이오텍
120-살균-9,수입,고추,탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,카브프로,Ⅳ급(저독성),Ⅰ급,살균,2022-07-15,다3,3000배,-,발생초기 10일간격,경엽처리,수확5일전,3회,입상수화제,유원에코사이언스(주)
120-살균-9,수입,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,카브프로,Ⅳ급(저독성),Ⅰ급,살균,2022-07-15,다3,3000배,-,발생초기,경엽처리,수확7일전,1회,입상수화제,유원에코사이언스(주)
120-살균-9,수입,단고추류,탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,카브프로,Ⅳ급(저독성),Ⅰ급,살균,2022-07-15,다3,3000배,-,발생초기 10일간격,경엽처리,수확5일전,3회,입상수화제,유원에코사이언스(주)
93-살균-11,제조,고추,탄저병,보스칼리드.피라클로스트로빈 입상수화제,Boscalid+Pyraclostrobin,20.4(13.6+6.8)%,칸투리오,Ⅳ급(저독성),Ⅰ급,살균,2024-01-22,다2+다3,2000배,-,발생초기,경엽처리,수확5일전,2회,입상수화제,(주)성심바이오메딕
93-살균-11,제조,단고추류,탄저병,보스칼리드.피라클로스트로빈 입상수화제,Boscalid+Pyraclostrobin,20.4(13.6+6.8)%,칸투리오,Ⅳ급(저독성),Ⅰ급,살균,2024-01-22,다2+다3,2000배,-,발생초기,경엽처리,수확5일전,2회,입상수화제,(주)성심바이오메딕
3-살균-297,제조,고추(단고추류포함),탄저병,디메토모르프.피라클로스트로빈 액상수화제,Dimethomorph+Pyraclostrobin,25.5(16+9.5)%,캐스팅,Ⅳ급(저독성),Ⅰ급,살균,2011-03-29,아5+다3,2000배,-,발병초 10일간격,경엽처리,수확7일전,2회,액상수화제,(주)동방아그로
3-살균-11,수입,고추(단고추류포함),탄저병,디메토모르프.피라클로스트로빈 입상수화제,Dimethomorph+Pyraclostrobin,18.7(12+6.7)%,캐스팅,Ⅳ급(저독성),Ⅰ급,살균,2003-02-26,아5+다3,1500배,-,발병초 10일간격,경엽처리,수확7일전,3회,입상수화제,(주)동방아그로
44-살균-19,제조,고추,탄저병,캡탄.테부코나졸 액상수화제,Captan.Tebuconazole,33.2(26.6+6.6)%,캐피즈,Ⅲ급(보통독성),Ⅱ급,살균,2025-09-12,카+사1,1000배,-,발병 초부터,경엽처리,수확3일전,3회,액상수화제,아다마코리아(주)
47-살균-23,수입,고추(단고추류 포함),탄저병,캡탄.테부코나졸 액상수화제,Captan+Tebuconazole,33.2(26.6+6.6)%,캐피즈,Ⅲ급(보통독성),Ⅱ급,살균,2018-02-28,카+사1,1000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,아다마코리아(주)
44-살균-19,제조,단고추류,탄저병,캡탄.테부코나졸 액상수화제,Captan.Tebuconazole,33.2(26.6+6.6)%,캐피즈,Ⅲ급(보통독성),Ⅱ급,살균,2025-09-12,카+사1,1000배,-,발병 초부터,경엽처리,수확3일전,3회,액상수화제,아다마코리아(주)
8-살균-405,제조,고추(단고추류포함),탄저병,캡탄.트리플록시스트로빈 입상수화제,Captan+Trifloxystrobin,48(40+8)%,캡틴에이,Ⅳ급(저독성),Ⅰ급,살균,2018-12-18,카+다3,1000배,-,발병초 10일간격,경엽처리,수확3일전,3회,입상수화제,(주)농협케미컬
47-살균-11,수입,고추(단고추류포함),탄저병,아족시스트로빈.테부코나졸 액상수화제,Azoxystrobin+Tebuconazole,29.5(11+18.5)%,커스토디아,Ⅲ급(보통독성),Ⅲ급,살균,2015-05-27,다3+사1,3000배,-,발병초 10일간격 ,경엽처리,수확3일전,3회,액상수화제,아다마코리아(주)
44-살균-15,제조,고추(단고추류포함),탄저병,아족시스트로빈.테부코나졸 액상수화제,Azoxystrobin+Tebuconazole,29.5(11+18.5)%,커스토디아,Ⅲ급(보통독성),Ⅱ급,살균,2023-12-14,다3+사1,3000배,-,발병 초부터,경엽처리,수확3일전,3회,액상수화제,아다마코리아(주)
64-살균-14,수입,고추(단고추류포함),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,케어업,Ⅳ급(저독성),Ⅰ급,살균,2015-12-21,다3,3000배,-,발병초 10일간격,경엽처리,수확5일전,3회,입상수화제,빅스타네이처사이언스(주)
64-살균-14,수입,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,케어업,Ⅳ급(저독성),Ⅰ급,살균,2015-12-21,다3,3000배,-,발병초기,경엽처리,수확7일전,1회,입상수화제,빅스타네이처사이언스(주)
80-살균-4,제조,고추,탄저병,테부코나졸 유제,Tebuconazole,25%,코어탄,Ⅳ급(저독성),Ⅲ급,살균,2013-06-10,사1,2000배,-,발생초기,경엽처리,수확2일전,2회,유제,빅스타네이처사이언스(주)
80-살균-4,제조,단고추류,탄저병,테부코나졸 유제,Tebuconazole,25%,코어탄,Ⅳ급(저독성),Ⅲ급,살균,2013-06-10,사1,2000배,-,발생초기,경엽처리,수확2일전,2회,유제,빅스타네이처사이언스(주)
71-살균-4,제조,고추(단고추류포함),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,쾌청탄,Ⅳ급(저독성),Ⅰ급,살균,2018-03-19,다3,3000배,-,발병초 10일간격,경엽처리,수확5일전,3회,입상수화제,(주)새한농
71-살균-4,제조,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,쾌청탄,Ⅳ급(저독성),Ⅰ급,살균,2018-03-19,다3,3000배,-,발병초기,경엽처리,수확7일전,1회,입상수화제,(주)새한농
51-살균-96,제조,고추(단고추류포함),탄저병,테부코나졸.트리플록시스트로빈 액상수화제,Tebuconazole+Trifloxystrobin,30(20+10)%,크리티컬,Ⅳ급(저독성),Ⅰ급,살균,2019-07-18,사1+다3,2000배,-,발병초 10일간격 4회 ,경엽처리,수확3일전,3회,액상수화제,아그리젠토(주)
1-살균-164,제조,고추(단고추류포함),탄저병,클로로탈로닐.옥사딕실 수화제,Chlorothalonil+Oxadixyl,67.5(60+7.5)%,크린힛,Ⅳ급(저독성),Ⅰ급,살균,1994-05-10,카+가1,1000배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,(주)경농
62-살균-23,제조,고추(단고추류포함),탄저병,플루아지남 수화제,Fluazinam,50%,큰살림,Ⅳ급(저독성),Ⅰ급,살균,2019-02-19,다5,2000배,-,발병초 10일간격,경엽처리,수확5일전,4회,수화제,지넥스(주)
46-살균-434,제조,고추(단고추류포함),탄저병,아족시스트로빈.헥사코나졸 액상수화제,Azoxystrobin+Hexaconazole,13(12+1)%,클릭,Ⅳ급(저독성),Ⅱ급,살균,2016-11-01,다3+사1,2000배,-,발병초 10일간격,경엽처리,수확2일전,3회,액상수화제,(주)팜한농
153-살균-20,수입,고추,탄저병,티오파네이트메틸 수화제,Thiophanate-methyl,70%,키아로델타,Ⅳ급(저독성),Ⅱ급,살균,2024-01-22,나1,1500배,-,발생초기,경엽처리,수확3일전,3회,수화제,레인보우애그로사이언스(주)
99-살균-5,제조,고추,탄저병,클로로탈로닐 액상수화제,Chlorothalonil,53%,타드닐,Ⅳ급(저독성),Ⅰ급,살균,2025-02-11,카,1000배,-,발병 초부터,경엽처리,수확2일전,3회,액상수화제,(주)위즈팜
99-살균-5,제조,단고추류,탄저병,클로로탈로닐 액상수화제,Chlorothalonil,53%,타드닐,Ⅳ급(저독성),Ⅰ급,살균,2025-02-11,카,1000배,-,발병 초부터,경엽처리,수확2일전,3회,액상수화제,(주)위즈팜
52-살균-78,제조,고추(단고추류포함),탄저병,클로로탈로닐 수화제,Chlorothalonil,75%,타로닐,Ⅳ급(저독성),Ⅰ급,살균,2013-03-22,카,600배,-,발병초부터 10일간격,경엽처리,수확7일전,4회,수화제,(주)한얼싸이언스
70-살균-5,제조,고추(단고추류포함),탄저병,테부코나졸 액상수화제,Tebuconazole,20%,타비야,Ⅳ급(저독성),Ⅲ급,살균,2017-08-17,사1,2000배,-,발병초 10일간격 ,경엽처리,수확3일전,3회,액상수화제,팜아그로텍(주)
19-살균-146,제조,고추(단고추류포함),탄저병,테부코나졸 입제,Tebuconazole,2%,탄보험,Ⅳ급(저독성),Ⅲ급,살균,2015-04-23,사1,-,3㎏/10a,정식전,두둑처리,정식기,1회,입제,인바이오(주)
19-살균-216,제조,고추(단고추류포함),탄저병,테부코나졸 수화제,Tebuconazole,25%,탄보험,Ⅳ급(저독성),Ⅲ급,살균,2021-10-28,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,인바이오(주)
19-살균-146,제조,고추(잎),탄저병,테부코나졸 입제,Tebuconazole,2%,탄보험,Ⅳ급(저독성),Ⅲ급,살균,2015-04-23,사1,-,3㎏/10a,정식전,두둑처리,정식기,1회,입제,인바이오(주)
21-살균-40,제조,고추,탄저병,테부코나졸 유제,Tebuconazole,25%,탄부탄,Ⅳ급(저독성),Ⅲ급,살균,2014-02-14,사1,2000배,-,발병 초부터,경엽처리,수확2일전,2회,유제,(주)유일
21-살균-38,제조,고추(단고추류포함),탄저병,테부코나졸 수화제,Tebuconazole,25%,탄부탄,Ⅳ급(저독성),Ⅲ급,살균,2013-02-21,사1,2000배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,(주)유일
21-살균-40,제조,단고추류,탄저병,테부코나졸 유제,Tebuconazole,25%,탄부탄,Ⅳ급(저독성),Ⅲ급,살균,2014-02-14,사1,2000배,-,발병 초부터,경엽처리,수확2일전,2회,유제,(주)유일
52-살균-15,제조,고추(단고추류포함),탄저병,테부코나졸 수화제,Tebuconazole,25%,탄스타,Ⅳ급(저독성),Ⅲ급,살균,2012-04-27,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,(주)한얼싸이언스
45-살균-50,제조,고추(단고추류포함),탄저병,카벤다짐.테부코나졸 수화제,Carbendazim+Tebuconazole,25(3+22)%,탄자꼬,Ⅳ급(저독성),Ⅲ급,살균,2010-03-31,나1+사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,선문그린사이언스(주)
1-살균-554,제조,고추(단고추류포함),탄저병,트리플록시스트로빈 액상수화제,Trifloxystrobin,22%,탄쟈비상,Ⅳ급(저독성),Ⅰ급,살균,2020-09-18,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)경농
52-살균-50,제조,고추(단고추류포함),탄저병,클로로탈로닐.디티아논 액상수화제,Chlorothalonil+Dithianon,35(20+15)%,탄저도사,Ⅳ급(저독성),Ⅰ급,살균,2013-01-28,카+카,1000배,-,발병초 10일간격,경엽처리,수확2일전,3회,액상수화제,(주)한얼싸이언스
95-살균-5,제조,고추,탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,탄저엔킬,Ⅳ급(저독성),Ⅰ급,살균,2023-03-07,다3,3000배,-,발생초기,경엽처리,수확5일전,3회,입상수화제,바이오캠주식회사
95-살균-5,제조,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,탄저엔킬,Ⅳ급(저독성),Ⅰ급,살균,2023-03-07,다3,3000배,-,발생초기,경엽처리,수확7일전,1회,입상수화제,바이오캠주식회사
95-살균-5,제조,단고추류,탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,탄저엔킬,Ⅳ급(저독성),Ⅰ급,살균,2023-03-07,다3,3000배,-,발생초기,경엽처리,수확5일전,3회,입상수화제,바이오캠주식회사
3-살균-383,제조,고추(단고추류포함),탄저병,클로로탈로닐.피라클로스트로빈 액상수화제,Chlorothalonil+Pyraclostrobin,33(25+8)%,탄저왕,Ⅳ급(저독성),Ⅰ급,살균,2018-12-18,카+다3,1500배,-,발병초 10일간격 4회 ,경엽처리,수확3일전,3회,액상수화제,(주)동방아그로
70-살균-30,제조,고추(단고추류포함),탄저병,디페노코나졸 액상수화제,Difenoconazole,10%,탄저카트,Ⅳ급(저독성),Ⅲ급,살균,2022-01-14,사1,2000배,-,발병초 10일간격,경엽처리,수확7일전,2회,액상수화제,팜아그로텍(주)
52-살균-168,제조,고추,탄저병,카벤다짐.크레속심메틸 수화제,Carbendazim+Kresoxim-methyl,60(40+20)%,탄제로,Ⅳ급(저독성),Ⅱ급,살균,2020-04-08,나1+다3,2000배,-,발생초기 10일간격,경엽처리,수확5일전,3회,수화제,(주)한얼싸이언스
52-살균-168,제조,단고추류,탄저병,카벤다짐.크레속심메틸 수화제,Carbendazim+Kresoxim-methyl,60(40+20)%,탄제로,Ⅳ급(저독성),Ⅱ급,살균,2020-04-08,나1+다3,2000배,-,발생초기 10일간격,경엽처리,수확5일전,3회,수화제,(주)한얼싸이언스
52-살균-146,제조,고추(단고추류포함),탄저병,프로피네브.피라클로스트로빈 입상수화제,Propineb+Pyraclostrobin,65(60+5)%,탄젠트,Ⅳ급(저독성),Ⅰ급,살균,2017-11-22,카+다3,1000배,-,발병초 10일간격,경엽처리,수확3일전,3회,입상수화제,(주)한얼싸이언스
69-살균-10,제조,고추(단고추류포함),탄저병,테부코나졸 입상수화제,Tebuconazole,25%,탄직방,Ⅳ급(저독성),Ⅲ급,살균,2018-04-23,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,입상수화제,㈜이엑스아이디
3-살균-278,제조,고추(단고추류포함),탄저병,디티아논.가스가마이신 입상수화제,Dithianon+Kasugamycin,37.5(30+7.5)%,탄케어,Ⅳ급(저독성),Ⅰ급,살균,2010-03-31,카+라3,1000배,-,발병초 10일간격,경엽처리,수확2일전,3회,입상수화제,(주)동방아그로
142-살균-2,수입,고추(단고추류포함),탄저병,카벤다짐.테부코나졸 액상수화제,Carbendazim+Tebuconazole,25(12.5+12.5)%,탄탄,Ⅳ급(저독성),Ⅲ급,살균,2010-01-09,나1+사1,1000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,에버그린에이지
1-살균-41,수입,고추(단고추류포함),탄저병,카벤다짐.테부코나졸 액상수화제,Carbendazim+Tebuconazole,25(12.5+12.5)%,탄탄,Ⅳ급(저독성),Ⅲ급,살균,2021-09-17,나1+사1,1000배,-,발병초기 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)경농
6-살균-230,제조,고추(단고추류포함),탄저병,카벤다짐.클로로탈로닐 액상수화제,Carbendazim+Chlorothalonil,43(12+31)%,탄프로,Ⅳ급(저독성),Ⅰ급,살균,2012-04-09,나1+카,1000배,-,발병초 10일간격 ,경엽처리,수확3일전,3회,액상수화제,에스비성보주식회사
52-살균-35,제조,고추(단고추류포함),탄저병,클로로탈로닐 액상수화제,Chlorothalonil,53%,탑라인,Ⅳ급(저독성),Ⅰ급,살균,2012-12-04,카,1000배,-,발병초 10일간격,경엽처리,수확2일전,3회,액상수화제,(주)한얼싸이언스
52-살균-112,제조,고추(단고추류포함),탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,탑앤탑,Ⅳ급(저독성),Ⅱ급,살균,2014-05-28,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)한얼싸이언스
70-살균-5,수입,고추(단고추류포함),탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,탑앤탑,Ⅳ급(저독성),Ⅱ급,살균,2013-02-21,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)한얼싸이언스
46-살균-294,제조,고추(단고추류포함),탄저병,바실루스서브틸리스디비비1501 수화제,Bacillus subtilis DBB-1501,1.0x10^9cfu/g,테라스,Ⅳ급(저독성),Ⅲ급,살균,2007-10-01,생2,500배,-,발병초 7일간격,경엽처리,발생초기,-,수화제,(주)팜한농
163-살균-14,수입,고추,탄저병,테부코나졸 수화제,Tebuconazole,25%,테바론,Ⅳ급(저독성),Ⅲ급,살균,2025-02-21,사1,2000배,-,발병 초부터,경엽처리,수확3일전,3회,수화제,아그로스타(주)
163-살균-14,수입,단고추류,탄저병,테부코나졸 수화제,Tebuconazole,25%,테바론,Ⅳ급(저독성),Ⅲ급,살균,2025-02-21,사1,2000배,-,발병 초부터,경엽처리,수확3일전,3회,수화제,아그로스타(주)
76-살균-62,제조,고추,탄저병,테부코나졸 수화제,Tebuconazole,25%,테부칸,Ⅳ급(저독성),Ⅲ급,살균,2024-04-01,사1,2000배,-,발생초기,경엽처리,수확3일전,3회,수화제,(주)신농팜케미컬
63-살균-48,제조,고추(단고추류포함),탄저병,테부코나졸 수화제,Tebuconazole,25%,테부칸,Ⅳ급(저독성),Ⅲ급,살균,2021-06-15,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,(주)케이씨생명과학
85-살균-5,수입,고추(단고추류포함),탄저병,테부코나졸 미탁제,Tebuconazole,25%,테부칸,Ⅳ급(저독성),Ⅱ급,살균,2010-03-31,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,미탁제,(주)케이씨생명과학
85-살균-45,수입,고추(단고추류포함),탄저병,테부코나졸 수화제,Tebuconazole,25%,테부칸,Ⅳ급(저독성),Ⅲ급,살균,2017-09-20,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,(주)케이씨생명과학
76-살균-62,제조,단고추류,탄저병,테부코나졸 수화제,Tebuconazole,25%,테부칸,Ⅳ급(저독성),Ⅲ급,살균,2024-04-01,사1,2000배,-,발생초기,경엽처리,수확3일전,3회,수화제,(주)신농팜케미컬
30-살균-13,제조,고추(단고추류포함),탄저병,테부코나졸 유제,Tebuconazole,25%,테부콜,Ⅳ급(저독성),Ⅲ급,살균,2021-06-15,사1,2000배,-,발병초부터 10일간격,경엽처리,수확2일전,2회,유제,(주)장유산업
46-살균-21,제조,고추(단고추류포함),탄저병,티오파네이트메틸 수화제,Thiophanate-methyl,70%,톱네이트엠,Ⅳ급(저독성),Ⅱ급,살균,1981-07-13,나1,1500배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,(주)팜한농
1-살균-92,제조,고추(단고추류포함),탄저병,티오파네이트메틸 수화제,Thiophanate-methyl,70%,톱신엠,Ⅳ급(저독성),Ⅱ급,살균,1987-09-29,나1,1500배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,(주)경농
122-살균-2,수입,고추(단고추류포함),탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,투빅,Ⅳ급(저독성),Ⅱ급,살균,2020-12-24,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,에이치바이오텍
56-살균-19,수입,고추(단고추류포함),탄저병,트리플록시스트로빈 액상수화제,Trifloxystrobin,22%,트랜디,Ⅳ급(저독성),Ⅰ급,살균,2019-10-08,다3,2000배,-,발병초부터 10일간격 ,경엽처리,수확3일전,3회,액상수화제,(주)태준아그로텍
14-살균-363,제조,고추(단고추류포함),탄저병,펜티오피라드.트리플록시스트로빈 액상수화제,Penthiopyrad+Trifloxystrobin,26(9+17)%,트리플캡,Ⅳ급(저독성),Ⅰ급,살균,2018-02-28,다2+다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,한국삼공(주)
19-살균-202,제조,고추,탄저병,프로피네브.피라클로스트로빈 입상수화제,Propineb+Pyraclostrobin,50(43.5+6.5)%,특급탄,Ⅳ급(저독성),Ⅰ급,살균,2019-11-01,카+다3,1000배,-,발생초기 10일간격,경엽처리,수확3일전,2회,입상수화제,인바이오(주)
19-살균-202,제조,단고추류,탄저병,프로피네브.피라클로스트로빈 입상수화제,Propineb+Pyraclostrobin,50(43.5+6.5)%,특급탄,Ⅳ급(저독성),Ⅰ급,살균,2019-11-01,카+다3,1000배,-,발생초기 10일간격,경엽처리,수확3일전,2회,입상수화제,인바이오(주)
143-살균-7,수입,고추(단고추류포함),탄저병,테부코나졸 수화제,Tebuconazole,25%,티메이드,Ⅳ급(저독성),Ⅲ급,살균,2019-02-12,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,티아그로
48-살균-52,제조,고추,탄저병,테부코나졸.트리플록시스트로빈 액상수화제,Tebuconazole+Trifloxystrobin,30(20+10)%,티볼리,Ⅳ급(저독성),Ⅰ급,살균,2023-05-03,사1+다3,2000배,-,발생초기,경엽처리,수확3일전,3회,액상수화제,(주)태준아그로텍
56-살균-21,수입,고추(단고추류포함),탄저병,테부코나졸.트리플록시스트로빈 액상수화제,Tebuconazole+Trifloxystrobin,30(20+10)%,티볼리,Ⅳ급(저독성),Ⅰ급,살균,2020-09-21,사1+다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)태준아그로텍
48-살균-52,제조,단고추류,탄저병,테부코나졸.트리플록시스트로빈 액상수화제,Tebuconazole+Trifloxystrobin,30(20+10)%,티볼리,Ⅳ급(저독성),Ⅰ급,살균,2023-05-03,사1+다3,2000배,-,발생초기,경엽처리,수확3일전,3회,액상수화제,(주)태준아그로텍
8-살균-390,제조,고추(단고추류포함),탄저병,피리벤카브.테부코나졸 액상수화제,Pyribencarb+Tebuconazole,25(10+15)%,티업시,Ⅲ급(보통독성),Ⅲ급,살균,2017-08-25,다3+사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)농협케미컬
52-살균-6,제조,고추(단고추류포함),탄저병,테부코나졸 분산성액제,Tebuconazole,12%,티포라탄,Ⅳ급(저독성),Ⅱ급,살균,2010-03-31,사1,1000배,-,발병초 10일간격,경엽처리,수확3일전,3회,분산성액제,(주)한얼싸이언스
